525,94,624,200,455,0
522,94,624,200,458,0
519,94,624,200,461,0
516,94,624,200,464,0
513,94,624,200,467,0
510,94,624,200,470,0
507,94,624,200,473,0
504,94,624,200,476,0
501,94,624,200,479,0
498,94,624,200,473,1
495,94,624,200,467,1
492,94,624,200,461,1
489,94,624,200,455,1
486,94,624,200,449,1
483,94,624,200,443,1
480,94,624,200,437,1
477,94,624,200,431,1
474,94,624,200,425,1
471,94,624,200,428,0
468,94,624,200,431,0
465,94,624,200,434,0
462,94,624,200,437,0
459,94,624,200,440,0
456,94,624,200,443,0
453,94,624,200,446,0
450,94,624,200,449,0
447,94,624,200,452,0
444,94,624,200,446,1
441,94,624,200,440,1
438,94,624,200,434,1
435,94,624,200,428,1
432,94,624,200,422,1
429,94,624,200,416,1
426,94,624,200,410,1
423,94,624,200,404,1
420,94,624,200,398,1
417,94,624,200,401,0
414,94,624,200,404,0
411,94,624,200,407,0
408,94,624,200,410,0
405,94,624,200,413,0
402,94,624,200,416,0
399,94,624,200,410,1
396,94,624,200,404,1
393,94,624,200,398,1
390,94,624,200,392,1
387,94,624,200,386,1
384,94,624,200,380,1
381,94,624,200,383,0
378,94,624,200,386,0
375,94,624,200,389,0
372,94,624,200,383,1
369,94,624,200,377,1
366,94,624,200,371,1
363,94,624,200,365,1
360,94,624,200,368,0
357,94,624,200,371,0
354,94,624,200,374,0
351,94,624,200,377,0
348,94,624,200,380,0
345,94,624,200,374,1
342,94,624,200,368,1
339,94,624,200,362,1
336,94,624,200,365,0
333,94,624,200,368,0
330,94,624,200,371,0
327,94,624,200,365,1
324,94,624,200,359,1
321,94,624,200,353,1
318,94,624,200,347,1
315,94,624,200,341,1
312,94,624,200,335,1
309,94,624,200,329,1
306,94,624,200,323,1
303,94,624,200,317,1
300,94,624,200,311,1
297,94,624,200,305,1
294,94,624,200,299,1
291,94,624,200,293,1
288,94,624,200,287,1
285,94,624,200,281,1
282,94,624,200,275,1
279,94,624,200,269,1
276,94,624,200,263,1
273,94,624,200,257,1
270,94,624,200,251,1
267,94,624,200,245,1
264,94,624,200,239,1
261,94,624,200,233,1
258,94,624,200,227,1
255,94,624,200,230,0
252,94,624,200,233,0
249,94,624,200,236,0
246,94,624,200,239,0
243,94,624,200,242,0
240,94,624,200,245,0
237,94,624,200,248,0
234,94,624,200,251,0
231,94,624,200,254,0
228,94,624,200,257,0
225,94,624,200,260,0
222,94,624,200,263,0
219,94,624,200,266,0
216,94,624,200,269,0
213,94,624,200,272,0
210,94,624,200,275,0
207,94,624,200,278,0
204,94,624,200,281,0
201,94,624,200,284,0
198,94,624,200,287,0
195,94,624,200,290,0
792,35,196,200,293,0
789,35,196,200,296,0
786,35,196,200,299,0
783,35,196,200,302,0
780,35,196,200,305,0
777,35,196,200,308,0
774,35,196,200,311,0
771,35,196,200,314,0
768,35,196,200,317,0
765,35,196,200,311,1
762,35,196,200,305,1
759,35,196,200,299,1
756,35,196,200,293,1
753,35,196,200,287,1
750,35,196,200,281,1
747,35,196,200,275,1
744,35,196,200,269,1
